"IDPOINT_CONNECTION","IDOBJECT","COEF","ORDER_NO"
"784","90","1",
"784","451","1",
"784","1811","-1",
"784","2252","1",
"784","2303","1",
"784","2373","-1",
"784","2456","-1",
"784","2700","-1",
"784","3076","1",
"784","3418","1",
"784","3433","1",
"784","3448","1",
"784","3689","1",
"784","3986","1",
"784","4438","1",
"784","5576","1",
"784","5701","-1",
"784","5951","1",
"784","6534","1",
"784","6821","1",
"785","90","1",
"785","451","1",
"785","1811","-1",
"785","2252","1",
"785","2303","1",
"785","2373","-1",
"785","2456","-1",
"785","2700","-1",
"785","3076","1",
"785","3448","1",
"785","3987","1",
"785","4378","1",
"785","4438","1",
"785","5701","-1",
"785","5951","1",
"785","6534","1",
"785","6821","1",
"786","90","1",
"786","469","1",
"786","2584","-1",
"786","3448","1",
"786","3984","1",
"786","4030","1",
"786","4378","1",
"786","4472","1",
"787","90","1",
"787","469","1",
"787","2584","-1",
"787","3418","1",
"787","3433","1",
"787","3448","1",
"787","3697","1",
"787","3983","1",
"787","4029","1",
"787","4472","1",
"787","5575","1",
"787","6826","1",
"788","90","1",
"788","469","1",
"788","2584","-1",
"788","3418","1",
"788","3433","1",
"788","3448","1",
"788","3696","1",
"788","3983","1",
"788","4029","1",
"788","4472","1",
"788","5575","1",
"788","6826","1",
"789","90","1",
"789","469","1",
"789","2584","-1",
"789","3418","1",
"789","3433","1",
"789","3448","1",
"789","3695","1",
"789","3983","1",
"789","4029","1",
"789","4472","1",
"789","5575","1",
"789","6826","1",
"790","90","1",
"790","469","1",
"790","2584","-1",
"790","3448","1",
"790","3984","1",
"790","4030","1",
"790","4378","1",
"790","4472","1",
"791","90","1",
"791","470","1",
"791","2585","-1",
"791","2749","-1",
"791","3448","1",
"791","3990","1",
"791","4378","1",
"791","4475","1",
"791","6826","1",
"792","90","1",
"792","470","1",
"792","2585","-1",
"792","2749","-1",
"792","3418","1",
"792","3433","1",
"792","3448","1",
"792","3692","1",
"792","3989","1",
"792","4089","1",
"792","4475","1",
"792","5580","1",
"792","6826","1",
"793","90","1",
"793","470","1",
"793","2585","-1",
"793","2750","-1",
"793","3418","1",
"793","3433","1",
"793","3448","1",
"793","3693","1",
"793","3989","1",
"793","4089","1",
"793","4475","1",
"793","5580","1",
"793","6826","1",
"794","90","1",
"794","470","1",
"794","2585","-1",
"794","2750","-1",
"794","3448","1",
"794","3990","1",
"794","4378","1",
"794","4475","1",
"794","6826","1",
"795","90","1",
"795","471","1",
"795","2586","-1",
"795","2751","-1",
"795","3418","1",
"795","3433","1",
"795","3448","1",
"795","3699","1",
"795","3994","1",
"795","4032","1",
"795","4074","1",
"795","4478","1",
"795","5581","1",
"795","6821","1",
"796","90","1",
"796","471","1",
"796","2586","-1",
"796","2752","-1",
"796","3418","1",
"796","3433","1",
"796","3448","1",
"796","3700","1",
"796","3994","1",
"796","4032","1",
"796","4074","1",
"796","4478","1",
"796","5581","1",
"796","6821","1",
"797","90","1",
"797","471","1",
"797","2586","-1",
"797","2751","-1",
"797","3448","1",
"797","3995","1",
"797","4033","1",
"797","4378","1",
"797","4478","1",
"797","6821","1",
"798","90","1",
"798","471","1",
"640","70","1",
"640","867","1",
"640","2435","-1",
"640","2512","-1",
"640","2835","-1",
"640","3549","1",
"640","4226","1",
"640","4782","1",
"641","70","1",
"641","883","1",
"641","1823","-1",
"641","2436","-1",
"641","2519","-1",
"641","2849","-1",
"641","3549","1",
"641","4803","1",
"642","70","1",
"642","883","1",
"642","2436","-1",
"642","2519","-1",
"642","2849","-1",
"642","3549","1",
"642","4803","1",
"643","70","1",
"643","883","1",
"643","1823","-1",
"643","2437","-1",
"643","2519","-1",
"643","2850","-1",
"643","3549","1",
"643","4803","1",
"644","70","1",
"644","883","1",
"644","1823","-1",
"644","2437","-1",
"644","2519","-1",
"644","2850","-1",
"644","3549","1",
"644","4803","1",
"645","72","1",
"645","883","1",
"645","1823","-1",
"645","2315","1",
"645","2437","-1",
"645","2519","-1",
"645","2850","-1",
"645","3547","1",
"645","4803","1",
"646","70","1",
"646","918","1",
"646","2616","-1",
"646","2879","-1",
"646","3803","1",
"646","3905","1",
"646","4852","1",
"647","70","1",
"647","918","1",
"647","2616","-1",
"647","2879","-1",
"647","3053","-1",
"647","3055","1",
"647","3803","1",
"647","3905","1",
"647","4852","1",
"648","70","1",
"648","918","1",
"648","2616","-1",
"648","2879","-1",
"648","3053","-1",
"648","3055","1",
"648","3803","1",
"648","3905","1",
"648","4852","1",
"649","70","1",
"649","918","1",
"649","2616","-1",
"649","2879","-1",
"649","3053","-1",
"649","3055","1",
"649","3803","1",
"649","3905","1",
"649","4852","1",
"650","70","1",
"650","918","1",
"650","2616","-1",
"650","2878","-1",
"650","3053","-1",
"650","3055","1",
"650","3803","1",
"650","3905","1",
"650","4852","1",
"651","70","1",
"651","918","1",
"651","2616","-1",
"651","2878","-1",
"651","3053","-1",
"651","3055","1",
"651","3803","1",
"651","3905","1",
"651","4852","1",
"652","70","1",
"652","918","1",
"652","2616","-1",
"652","2878","-1",
"652","3053","-1",
"652","3057","1",
"652","3803","1",
"652","3805","1",
"652","3905","1",
"652","4382","1",
"652","4852","1",
"652","6837","1",
"653","70","1",
"653","918","1",
"653","2616","-1",
"653","2878","-1",
"653","3053","-1",
"653","3055","1",
"653","3803","1",
"653","3905","1",
"653","4852","1",
"654","70","1",
"654","918","1",
"654","2616","-1",
"654","2878","-1",
"654","3053","-1",
"654","3055","1",
"654","3803","1",
"654","3905","1",
"654","4852","1",
"655","70","1",
"655","922","1",
"655","1880","-1",
"655","2273","1",
"655","2315","1",
"655","2533","-1",
"655","2887","-1",
"655","3055","1",
"655","3390","1",
"655","3902","1",
"655","4864","1",
"655","5779","-1",
"655","5916","1",
"656","71","1",
"656","922","1",
"656","1880","-1",
"656","2273","1",
"656","2315","1",
"656","2533","-1",
"656","2668","1",
"656","2886","-1",
"656","3053","1",
"656","3390","1",
"656","3804","1",
"656","3902","1",
"656","3906","1",
"656","4864","1",
"656","5778","-1",
"656","5916","1",
"656","10833","1",
"657","71","1",
"657","922","1",
"657","1880","-1",
"657","2273","1",
"657","2315","1",
"657","2533","-1",
"657","2886","-1",
"657","3056","1",
"657","3390","1",
"657","3808","1",
"657","3902","1",
"657","4864","1",
"657","5524","1",
"657","5778","-1",
"657","5916","1",
"657","6837","1",
"657","10833","1",
"658","71","1",
"658","922","1",
"658","1880","-1",
"658","2273","1",
"658","2315","1",
"658","2533","-1",
"658","2886","-1",
"658","3056","1",
"658","3390","1",
"658","3808","1",
"658","3902","1",
"658","4864","1",
"658","5524","1",
"658","5778","-1",
"658","5916","1",
"658","6837","1",
"658","10833","1",
"659","71","1",
"659","922","1",
"659","1880","-1",
"659","2273","1",
"659","2315","1",
"659","2533","-1",
"659","2668","1",
"659","2887","-1",
"659","3053","1",
"659","3390","1",
"659","3804","1",
"659","3902","1",
"659","3906","1",
"659","4864","1",
"659","5779","-1",
"659","5920","1",
"659","10833","1",
"660","72","1",
"660","867","1",
"660","1798","-1",
"660","2273","1",
"660","2315","1",
"660","2438","-1",
"660","2512","-1",
"660","2836","-1",
"660","3054","1",
"660","3546","1",
"660","4226","1",
"660","4782","1",
"660","5777","-1",
"660","5916","1",
"660","6813","1",
"661","72","1",
"661","867","1",
"661","1798","-1",
"661","2273","1",
"661","2315","1",
"661","2438","-1",
"661","2512","-1",
"661","2836","-1",
"661","3054","1",
"661","3546","1",
"661","4226","1",
"661","4782","1",
"661","5777","-1",
"661","5916","1",
"661","6813","1",
"662","72","1",
"662","867","1",
"662","1798","-1",
"662","2273","1",
"662","2315","1",
"662","2435","-1",
"662","2512","-1",
"662","2835","-1",
"662","3054","1",
"662","3548","1",
"662","4058","1",
"662","4226","1",
"662","4782","1",
"662","5774","-1",
"662","5916","1",
"662","6813","1",
"663","72","1",
"663","867","1",
"663","1798","-1",
"663","2273","1",
"663","2315","1",
"663","2435","-1",
"663","2512","-1",
"663","2835","-1",
"663","3054","1",
"663","3546","1",
"663","4226","1",
"663","4782","1",
"663","5774","-1",
"663","5916","1",
"663","6813","1",
"664","72","1",
"664","883","1",
"664","1823","-1",
"664","2273","1",
"664","2315","1",
"664","2436","-1",
"664","2519","-1",
"16","6838","1",
"16","10332","1",
"16","10380","1",
"17","5","1",
"17","923","1",
"17","1881","-1",
"17","2316","1",
"17","2534","-1",
"17","2889","-1",
"17","2993","1",
"17","3415","1",
"17","3816","1",
"17","4083","1",
"17","4158","1",
"17","5552","1",
"17","6838","1",
"17","10332","1",
"17","10380","1",
"17","10413","1",
"18","6","1",
"18","876","1",
"18","1806","-1",
"18","2273","1",
"18","2307","1",
"18","2391","-1",
"18","2516","-1",
"18","2844","-1",
"18","2994","1",
"18","3483","1",
"18","4221","1",
"18","4794","1",
"18","5718","-1",
"18","5795","1",
"18","6803","1",
"19","6","1",
"19","876","1",
"19","1806","-1",
"19","2273","1",
"19","2307","1",
"19","2391","-1",
"19","2516","-1",
"19","2844","-1",
"19","3038","1",
"19","3483","1",
"19","4224","1",
"19","4794","1",
"19","5718","-1",
"19","5795","1",
"20","6","1",
"20","876","1",
"20","1806","-1",
"20","2273","1",
"20","2307","1",
"20","2391","-1",
"20","2516","-1",
"20","2844","-1",
"20","2994","1",
"20","3483","1",
"20","4221","1",
"20","4794","1",
"20","5718","-1",
"20","5795","1",
"20","6803","1",
"21","6","1",
"21","876","1",
"21","1806","-1",
"21","2273","1",
"21","2307","1",
"21","2391","-1",
"21","2516","-1",
"21","2844","-1",
"21","2994","1",
"21","3483","1",
"21","4221","1",
"21","4794","1",
"21","5718","-1",
"21","5795","1",
"21","6803","1",
"22","6","1",
"22","876","1",
"22","1806","-1",
"22","2273","1",
"22","2307","1",
"22","2392","-1",
"22","2516","-1",
"22","2843","-1",
"22","2994","1",
"22","3483","1",
"22","4221","1",
"22","4794","1",
"22","5719","-1",
"22","5795","1",
"22","6803","1",
"23","6","1",
"23","876","1",
"23","1806","-1",
"23","2273","1",
"23","2307","1",
"23","2392","-1",
"23","2516","-1",
"23","2843","-1",
"23","2994","1",
"23","3483","1",
"23","4221","1",
"23","4794","1",
"23","5719","-1",
"23","5799","1",
"23","6803","1",
"24","6","1",
"24","876","1",
"24","1806","-1",
"24","2273","1",
"24","2307","1",
"24","2392","-1",
"24","2516","-1",
"24","2843","-1",
"24","2994","1",
"24","3483","1",
"24","4221","1",
"24","4224","1",
"24","4794","1",
"24","5719","-1",
"24","5795","1",
"24","6803","1",
"25","6","1",
"25","878","1",
"25","1820","-1",
"25","2273","1",
"25","2301","1",
"25","2366","-1",
"25","2517","-1",
"25","2846","-1",
"25","2994","1",
"25","3483","1",
"25","4797","1",
"25","5694","-1",
"25","6595","1",
"25","6796","1",
"26","6","1",
"26","878","1",
"26","1820","-1",
"26","2273","1",
"26","2301","1",
"26","2366","-1",
"26","2517","-1",
"26","2846","-1",
"26","2994","1",
"26","3483","1",
"26","4797","1",
"26","5694","-1",
"26","6595","1",
"26","6796","1",
"27","6","1",
"27","878","1",
"27","1820","-1",
"27","2273","1",
"27","2301","1",
"27","2366","-1",
"27","2517","-1",
"27","2846","-1",
"27","2994","1",
"27","3483","1",
"27","4797","1",
"27","5694","-1",
"27","6610","1",
"27","6796","1",
"28","6","1",
"28","878","1",
"28","1820","-1",
"28","2273","1",
"28","2301","1",
"28","2369","-1",
"28","2517","-1",
"28","2845","-1",
"28","2994","1",
"28","3483","1",
"28","4797","1",
"28","5697","-1",
"28","6595","1",
"28","6796","1",
"29","6","1",
"29","878","1",
"29","1820","-1",
"29","2273","1",
"29","2301","1",
"29","2369","-1",
"29","2517","-1",
"29","2845","-1",
"29","2994","1",
"29","3483","1",
"29","4797","1",
"29","5697","-1",
"29","6609","1",
"29","6796","1",
"30","6","1",
"30","878","1",
"30","1820","-1",
"30","2273","1",
"30","2301","1",
"30","2369","-1",
"30","2517","-1",
"30","2845","-1",
"30","2994","1",
"30","3483","1",
"30","4797","1",
"30","5697","-1",
"30","6595","1",
"30","6796","1",
"31","6","1",
"31","880","1",
"31","1821","-1",
"31","2273","1",
"31","2301","1",
"31","2366","-1",
"31","2518","-1",
"31","2848","-1",
"31","2994","1",
"31","3483","1",
"31","4800","1",
"31","5694","-1",
"31","6595","1",
"31","6796","1",
"32","6","1",
"32","880","1",
"32","1821","-1",
"32","2273","1",
"32","2301","1",
"32","2366","-1",
"32","2518","-1",
"32","2848","-1",
"32","2994","1",
"32","3483","1",
"32","4800","1",
"32","5694","-1",
"32","6595","1",
"32","6796","1",
"33","6","1",
"33","880","1",
"33","1821","-1",
"33","2273","1",
"33","2301","1",
"33","2369","-1",
"33","2518","-1",
"33","2847","-1",
"33","2994","1",
"33","3483","1",
"33","4800","1",
"33","5697","-1",
"33","6595","1",
"33","6796","1",
"34","6","1",
"34","880","1",
"34","1821","-1",
"34","2273","1",
"34","2301","1",
"34","2369","-1",
"34","2518","-1",
"34","2847","-1",
"34","2994","1",
"34","3483","1",
"34","4800","1",
"34","5697","-1",
"34","6595","1",
"34","6796","1",
"35","6","1",
"35","880","1",
"35","1821","-1",
"35","2273","1",
"35","2301","1",
"35","2369","-1",
"35","2518","-1",
"35","2847","-1",
"35","2994","1",
"35","3483","1",
"35","4800","1",
"35","5697","-1",
"35","6595","1",
"35","6796","1",
"36","6","1",
"54","3485","1",
"54","4818","1",
"54","5785","-1",
"54","5801","1",
"54","6814","1",
"55","6","1",
"55","895","1",
"55","1850","-1",
"55","2273","1",
"55","2307","1",
"55","2393","-1",
"55","2524","-1",
"55","2860","-1",
"55","2994","1",
"55","3484","1",
"55","4221","1",
"55","4821","1",
"55","5720","-1",
"55","5795","1",
"55","6803","1",
"56","6","1",
"56","895","1",
"56","1850","-1",
"56","2273","1",
"56","2307","1",
"56","2393","-1",
"56","2524","-1",
"56","2860","-1",
"56","2994","1",
"56","3484","1",
"56","4221","1",
"56","4821","1",
"56","5720","-1",
"56","5795","1",
"56","6803","1",
"57","6","1",
"57","895","1",
"57","1850","-1",
"57","2273","1",
"57","2307","1",
"57","2394","-1",
"57","2524","-1",
"57","2859","-1",
"57","2994","1",
"57","3484","1",
"57","4221","1",
"57","4821","1",
"57","5721","-1",
"57","5795","1",
"57","6803","1",
"58","6","1",
"58","895","1",
"58","1850","-1",
"58","2273","1",
"58","2307","1",
"58","2394","-1",
"58","2524","-1",
"58","2859","-1",
"58","2994","1",
"58","3484","1",
"58","4221","1",
"58","4821","1",
"58","5721","-1",
"58","5795","1",
"58","6803","1",
"59","6","1",
"59","895","1",
"59","1850","-1",
"59","2273","1",
"59","2307","1",
"59","2394","-1",
"59","2524","-1",
"59","2859","-1",
"59","2994","1",
"59","4821","1",
"59","5721","-1",
"59","5795","1",
"59","6803","1",
"60","6","1",
"60","895","1",
"60","1850","-1",
"60","2273","1",
"60","2307","1",
"60","2394","-1",
"60","2524","-1",
"60","2859","-1",
"60","2994","1",
"60","3484","1",
"60","4221","1",
"60","4821","1",
"60","5721","-1",
"60","5795","1",
"60","6803","1",
"61","6","1",
"61","898","1",
"61","1851","-1",
"61","2273","1",
"61","2307","1",
"61","2394","-1",
"61","2525","-1",
"61","2861","-1",
"61","2994","1",
"61","3484","1",
"61","4825","1",
"61","5721","-1",
"61","5795","1",
"61","6803","1",
"62","6","1",
"62","898","1",
"62","1851","-1",
"62","2273","1",
"62","2307","1",
"62","2393","-1",
"62","2525","-1",
"62","2862","-1",
"62","2994","1",
"62","3484","1",
"62","4825","1",
"62","5720","-1",
"62","5795","1",
"62","6803","1",
"63","6","1",
"63","898","1",
"63","1851","-1",
"63","2273","1",
"63","2307","1",
"63","2394","-1",
"63","2525","-1",
"63","2861","-1",
"63","2994","1",
"63","3484","1",
"63","4825","1",
"63","5721","-1",
"63","5795","1",
"63","6803","1",
"64","6","1",
"64","898","1",
"64","1851","-1",
"64","2273","1",
"64","2307","1",
"64","2393","-1",
"64","2525","-1",
"64","2862","-1",
"64","2994","1",
"64","3484","1",
"64","4066","1",
"64","4825","1",
"64","5720","-1",
"64","5795","1",
"64","6803","1",
"65","6","1",
"65","900","1",
"65","1856","-1",
"65","2273","1",
"65","2307","1",
"65","2394","-1",
"65","2526","-1",
"65","2863","-1",
"65","2994","1",
"65","3484","1",
"65","4828","1",
"65","5721","-1",
"65","5795","1",
"65","6803","1",
"66","6","1",
"66","900","1",
"66","1856","-1",
"66","2307","1",
"66","2394","-1",
"66","2526","-1",
"66","2863","-1",
"66","3488","1",
"66","4828","1",
"66","6803","1",
"67","6","1",
