Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),"S, кВА","I ном., А",№ авт. (тип),"I ном.авт., А","Тип блока защит АВ-0,4кВ","Прогрузка АВ-0,4кВ",Уставка МТЗ,Уставка МТО,Диап. рег. уст. МТЗ,Диап. рег. уст. МТО,Потребитель,"ЭЦН, ШГН","Р факт., кВт",Состояние,"I факт., А","Загр. КТПН, %","U факт. КТПН, В",ПБВ Кол-во,ПБВ Полож.,Дата замера,"U на СУ, В",Селективность действия защит,"Qжидк., куб.м./с","Qн., тонн","Время АПВ, мин.",Рем. № КТПН,department_num,eu_type,eu_station_name,pad_num,ktpn_num
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,5(TS 400N),400.0,,90.11.11,0.0,0.0,,,Резерв,,0.0,,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,6(TS 250N),250.0,,2011-04-30 00:00:00,0.0,0.0,,,Резерв,,0.0,,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,7(TS 160N),160.0,,31.4.11,0.0,0.0,,,Резерв,,0.0,,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,8(TS 160N),160.0,,33.4.11,0.0,0.0,,,Резерв,,0.0,,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,9(TD 100N),63.0,,,0.0,0.0,,,"БНДР,БМА",,0.0,,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,10(TD 100N),63.0,,,,,,,ШР,,0.0,,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,11(ВА47-63),16.0,,,0.0,0.0,,,БНДР,,0.0,,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,0(ВА53-41),1000.0,МРТ 2,,0.0,0.0,,,Вводной автомат,,0.0,,1.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,1(ВА04-36),160.0,,99.2.10,0.0,0.0,,,БМА,,0.0,,1.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,2(ВА57-35),100.0,,,0.0,0.0,,,ПМ,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,3(ВА04-36),250.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,41.0,9.8,30.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,4(ВА 5139),630.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,195.0,60.2,30.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,5(ВА 04-36),400.0,,,,,,,рез.,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,6(ВА 04-36),400.0,,,,,,,рез,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,7(ВА 04-36),320.0,,,0.0,0.0,,,рез,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,8(ВА 04-36),320.0,,,,,,,БСК,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,9(ВА57-35),63.0,,,,,,,ШР,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 630кВА №1 КП-18",630.0,910.4,10(ВА 47-29),32.0,,,0.0,0.0,,,ПР БНДР,,0.0,,0.0,0.0,388.0,5,3,2022-10-24,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",18,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,0(ВА53-41),1000.0,МРТ 2,,0.0,0.0,,,Вводной автомат,,0.0,,273.0,29.0,386.0,5,4,2023-01-01,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,1(ВА04-36),160.0,,,0.0,0.0,,,резерв,,0.0,,0.0,29.0,386.0,5,4,2023-01-01,0.0,,65.0,1.7,30.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,2(ВА04-36),160.0,,,0.0,0.0,,,473,ЭЦН,32.0,Запущен,99.0,29.0,386.0,5,4,2023-01-01,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,3(ВА04-36),250.0,,,0.0,0.0,,,475,ЭЦН,63.0,Запущен,0.0,29.0,386.0,5,4,2023-01-01,0.0,,22.0,17.7,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,4(ВА57-35),630.0,,,,,,,резерв,,0.0,,0.0,29.0,386.0,5,4,2023-01-01,0.0,,0.0,0.0,3.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,5(ВА04-36),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,29.0,386.0,5,4,2023-01-01,0.0,,0.0,0.0,1.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,6(ВА04-36),400.0,,128.2.06,0.0,0.0,,,резерв,,0.0,,0.0,29.0,386.0,5,4,2023-01-01,0.0,,30.0,9.8,30.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,7(ВА 04-36),250.0,,,0.0,0.0,,,474,ЭЦН,45.0,Запущен,0.0,29.0,386.0,5,4,2023-01-01,0.0,,4.0,0.4,30.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,8(ВА57-39),320.0,,,0.0,0.0,,,621,ЭЦН,80.0,Запущен,174.0,29.0,386.0,5,4,2023-01-01,0.0,,30.0,20.9,30.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,9(ВА 04-36),320.0,,,0.0,0.0,,,533,ЭЦН,45.0,Запущен,0.0,29.0,386.0,5,4,2023-01-01,0.0,,6.0,3.3,50.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 630кВА №1 КП-22",630.0,910.4,10(ВА57-35),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,29.0,386.0,5,4,2023-01-01,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",22,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,0(ВА53-41),1000.0,МРТ 2,,0.0,0.0,,,Вводной автомат,,0.0,,109.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,1(ВА 5735),160.0,,,0.0,0.0,,,"БМА,УДХ",,5.0,Запущен,2.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,2(ВА 5735),160.0,,,0.0,0.0,,,"ПР-0,4кВ",,0.0,,0.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,3(ВА 5735),400.0,,,0.0,0.0,,,рез.,,0.0,,0.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,4(ВА53-41),1000.0,,,0.0,0.0,,,494,ЭЦН,160.0,Запущен,107.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,420.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,5(ВА 5735),400.0,,,0.0,0.0,,,рез.,,0.0,,0.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,6(ВА 5735),400.0,,,0.0,0.0,,,рез.,,0.0,,0.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,7(ВА 5735),320.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,8(ВА 5735),160.0,,,0.0,0.0,,,РЩ БНДР,,0.0,,0.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА №1 КП-23",630.0,910.4,9(ВА57-35),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,11.0,384.0,5,5,2022-09-29,0.0,,0.0,0.0,0.0,2301,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",23,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,0(ВА53-41),1000.0,МРТ 2,73.2.09,0.0,0.0,,,Вводной автомат,,0.0,,128.0,14.0,405.0,5,3,2022-11-20,0.0,,0.0,0.0,0.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,1(ВА57-35),160.0,,71.2.09,0.0,0.0,,,"БМА, УДХ",,0.0,Запущен,0.0,14.0,405.0,5,3,2022-11-20,0.0,,0.0,0.0,0.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,2(ВА57-35),160.0,,72.2.09,0.0,0.0,,,резерв,,0.0,,0.0,14.0,405.0,5,3,2022-11-20,0.0,,30.0,11.6,30.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,3(ВА57-35),250.0,,93.2.09,0.0,0.0,,,637,ЭЦН,45.0,Запущен,128.0,14.0,405.0,5,3,2022-11-20,0.0,,33.0,3.5,30.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,4(ВА57-35),630.0,,56.2.09,0.0,0.0,,,Резерв,,0.0,,0.0,14.0,405.0,5,3,2022-11-20,0.0,,0.0,0.0,0.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,5(ВА57-39),400.0,,57.2.09,0.0,0.0,,,Резерв,,0.0,,0.0,14.0,405.0,5,3,2022-11-20,0.0,,0.0,0.0,0.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,6(ВА57-39),400.0,,60.2.09,0.0,0.0,,,Резерв,,0.0,,0.0,14.0,405.0,5,3,2022-11-20,0.0,,0.0,0.0,0.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,7(ВА57-39),320.0,,72.2.09,0.0,0.0,,,496,,0.0,Остановлен,0.0,14.0,405.0,5,3,2022-11-20,0.0,,13.0,10.0,30.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,8(ВА57-39),320.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,14.0,405.0,5,3,2022-11-20,0.0,,0.0,0.0,0.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-25",630.0,910.4,9(ВА57-35),63.0,,,,,,,ШР,,0.0,,0.0,14.0,405.0,5,3,2022-11-20,0.0,,0.0,0.0,0.0,Н 25/09,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",25,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-29",630.0,910.4,0(ВА 5341),1000.0,МРТ 2,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,12.0,390.0,5,3,2022-07-09,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",29,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-29",630.0,910.4,1(ВА04-36),160.0,,,0.0,0.0,,,"ПМ, БНДР",,0.0,,0.0,12.0,390.0,5,3,2022-07-09,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",29,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-29",630.0,910.4,2(ВА04-36),160.0,,,0.0,0.0,,,резерв,,0.0,,0.0,12.0,390.0,5,3,2022-07-09,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",29,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1 КП-29",630.0,910.4,3(ВА 04-36),250.0,,,0.0,0.0,,,673,ЭЦН,63.0,Запущен,0.0,12.0,390.0,5,3,2022-07-09,0.0,,27.0,17.9,30.0,,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",29,1
