Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),"S, кВА","I ном., А",№ авт. (тип),"I ном.авт., А","Тип блока защит АВ-0,4кВ","Прогрузка АВ-0,4кВ",Уставка МТЗ,Уставка МТО,Диап. рег. уст. МТЗ,Диап. рег. уст. МТО,Потребитель,"ЭЦН, ШГН","Р факт., кВт",Состояние,"I факт., А","Загр. КТПН, %","U факт. КТПН, В",ПБВ Кол-во,ПБВ Полож.,Дата замера,"U на СУ, В",Селективность действия защит,"Qжидк., куб.м./с","Qн., тонн","Время АПВ, мин.",Рем. № КТПН,department_num,eu_type,eu_station_name,pad_num,ktpn_num
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №2 К-61",630.0,910.4,9(TD 63N),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,4.0,416.0,5,3,2023-01-31,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",61,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №2 К-61",630.0,910.4,10(ВА47-29),25.0,,,0.0,0.0,,,УДХ,,0.0,,0.0,4.0,416.0,5,3,2023-01-31,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",61,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,0(ВА53-41),1000.0,МРТ 1,2010,1.0,8.0,"0,4-1,1",2023-10-02 00:00:00,Вводной автомат,,0.0,,0.0,19.0,397.0,5,3,2022-05-11,0.0,,0.0,0.0,0.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,2(ВА57-35),160.0,,,0.0,0.0,,,ПМ,,10.0,,0.0,19.0,397.0,5,3,2022-05-11,0.0,,0.0,0.0,0.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,3(ВА57-35),160.0,,,0.0,0.0,,,резерв,,0.0,,0.0,19.0,397.0,5,3,2022-05-11,0.0,,23.0,5.07,2.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,4(ВА57-35),250.0,,2010,0.0,0.0,,,2818,ЭЦН,45.0,Запущен,86.0,19.0,397.0,5,3,2022-05-11,0.0,,5.0,0.71,0.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,5(ВА57-39),320.0,,2010,0.0,0.0,,,924,ЭЦН,56.0,Запущен,90.0,19.0,397.0,5,3,2022-05-11,0.0,,89.0,21.19,1.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,6(ВА57-39),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,19.0,397.0,5,3,2022-05-11,0.0,,0.0,0.0,0.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,7(ВА57-35),160.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,19.0,397.0,5,3,2022-05-11,0.0,,0.0,0.0,0.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,8(ВА57-39),320.0,,,0.0,0.0,,,резерв,,0.0,,0.0,19.0,397.0,5,3,2022-05-11,0.0,,0.0,0.0,0.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,9(ВА57-39),320.0,,210,0.0,0.0,,,450,ЭЦН,56.0,Запущен,0.0,19.0,397.0,5,3,2022-05-11,0.0,,47.0,19.48,2.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",630.0,910.4,10(ВА57-35),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,19.0,397.0,5,3,2022-05-11,0.0,,0.0,0.0,0.0,154/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",62,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,0(ВА 5541),1000.0,МРТ 2,2009,1.0,8.0,"0,4-1,1",2023-10-02 00:00:00,Вводной автомат,,0.0,,223.0,24.0,397.0,5,1,2023-01-29,0.0,,0.0,0.0,0.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,1(ВА 5735),100.0,,,0.0,0.0,,,"ПМ,шк.ПРС",,0.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,0.0,0.0,0.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,2(ВА 5735),160.0,,,0.0,0.0,,,"АВ№12,13",,10.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,0.0,0.0,0.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,3(ВА 5735),250.0,,2009,0.0,0.0,,,3786,ЭЦН,70.0,Запущен,0.0,24.0,397.0,5,1,2023-01-29,0.0,,20.0,6.93,1.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,4(ВА 5735),160.0,,,0.0,0.0,,,резерв,,0.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,11.0,7.24,1.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,5(ВА 5735),250.0,,2010,0.0,0.0,,,588,ЭЦН,80.0,Запущен,0.0,24.0,397.0,5,1,2023-01-29,0.0,,25.0,5.93,1.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,7(ВА57-35),250.0,,,0.0,0.0,,,резерв,,0.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,0.0,0.0,0.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,7(ВА57-35),250.0,,2010,0.0,0.0,,,2688,ЭЦН,54.0,Запущен,130.0,24.0,397.0,5,1,2023-01-29,0.0,,1.0,0.31,1.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,8(ВА57-39),320.0,,,0.0,0.0,,,резерв,,0.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,15.0,9.09,1.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,9(ВА57-39),320.0,,2010,0.0,0.0,,,748,ЭЦН,56.0,Запущен,93.0,24.0,397.0,5,1,2023-01-29,0.0,,19.0,10.99,1.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,10(ВА57-39),320.0,,,0.0,0.0,,,БСК 160кВАр,,0.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,0.0,0.0,0.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,11(ВА57-35),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,0.0,0.0,0.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,12(ВА 47-63),16.0,,,0.0,0.0,,,БНДР скв588,,5.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,0.0,0.0,0.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",630.0,910.4,13(ВА 47-63),16.0,,,0.0,0.0,,,БНДР,,5.0,,0.0,24.0,397.0,5,1,2023-01-29,0.0,,0.0,0.0,0.0,2023-10-04 00:00:00,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",69,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,0(LBA-16S),1600.0,МРТ 2,нд,1.0,4.0,0.8-1,2015-02-01 00:00:00,Вводной автомат,,0.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,0.0,0.0,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,2(TS-630),630.0,,,,,,,БСК,,0.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,0.0,0.0,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,3(TS-400),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,0.0,0.0,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,4(TS-400),400.0,,,,,,,резерв,,0.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,0.0,0.0,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,5(TS-400),300.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,0.0,0.0,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,6(TS-250),300.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,0.0,0.0,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,7(TS-160),250.0,,,0.0,0.0,,,БМА,,20.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,10.0,7.96,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,8(TS-160),160.0,,2010,0.0,0.0,,,743,ЭЦН,45.0,Запущен,0.0,0.0,408.0,5,2,2022-05-11,0.0,,25.0,7.47,2.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,9(TD-100),63.0,,,0.0,0.0,,,УДХ,,8.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,0.0,0.0,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",630.0,910.4,10(TD-100),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,0.0,408.0,5,2,2022-05-11,0.0,,0.0,0.0,0.0,65/10,9,ПС 35/6 кВ,"""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",75,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,0(LBA-16S),1600.0,Встроен,н.д.,1.0,10.0,"0,3-1",2023-10-02 00:00:00,Вводной автомат,,0.0,Запущен,525.0,57.0,403.0,5,3,2022-12-18,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,1(TS 630N),630.0,,,1.0,10.0,"0,8-1",2023-10-05 00:00:00,БСК,,0.0,,0.0,57.0,403.0,5,3,2022-12-18,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,2(TS 630N),630.0,,,1.0,10.0,"0,8-1",2023-10-05 00:00:00,резерв,,0.0,,0.0,57.0,403.0,5,3,2022-12-18,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,3(TS 400N),400.0,,н.д.,1.0,10.0,"0,8-1",2023-10-05 00:00:00,2790,ЭЦН,45.0,Запущен,145.0,57.0,403.0,5,3,2022-12-18,0.0,,44.0,13.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,4(TS 400N),400.0,,н.д.,1.0,10.0,"0,8-1",2023-10-05 00:00:00,2781,ЭЦН,100.0,Запущен,235.0,57.0,403.0,5,3,2022-12-18,0.0,,178.0,19.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,5(TS 400N),400.0,,,1.0,10.0,"0,8-1",2023-10-05 00:00:00,резерв,,0.0,,0.0,57.0,403.0,5,3,2022-12-18,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,6(TS 250N),250.0,,н.д.,1.0,10.0,"0,8-1",2023-10-05 00:00:00,2787,ЭЦН,50.0,Запущен,145.0,57.0,403.0,5,3,2022-12-18,0.0,,20.0,9.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,7(TS 160N),160.0,,,1.0,10.0,"0,8-1",2023-10-05 00:00:00,резерв,,0.0,,0.0,57.0,403.0,5,3,2022-12-18,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,8(TS 160N),160.0,,,1.0,10.0,"0,8-1",2023-10-05 00:00:00,КРС/ПРС,,0.0,,0.0,57.0,403.0,5,3,2022-12-18,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,9(TS 100N),63.0,,,0.0,0.0,,,БНДР,,0.0,,0.0,57.0,403.0,5,3,2022-12-18,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",630.0,910.4,10(TS 100N),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,57.0,403.0,5,3,2022-12-18,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,86,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,0(LBA-16S),1600.0,МРТ2-МП,2012,1.0,8.0,2023-01-04 00:00:00,2023-10-08 00:00:00,Вводной автомат,,0.0,Запущен,0.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,1(TS 400N),400.0,,,0.0,0.0,,,БСК,,0.0,,0.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,2(TS 630N),630.0,,2012,0.0,0.0,,,9406,ЭЦН,100.0,Запущен,106.0,25.0,396.0,5,3,2022-05-10,0.0,,90.0,70.41,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,3(TS 400N),400.0,,2012,1.0,10.0,2023-01-08 00:00:00,2023-10-05 00:00:00,2744,ЭЦН,80.0,Запущен,0.0,25.0,396.0,5,3,2022-05-10,0.0,,27.0,8.31,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,4(TS 250N),300.0,,2012,1.0,8.0,2023-01-08 00:00:00,2023-10-05 00:00:00,2743,ЭЦН,63.0,Запущен,110.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,5(ВА 57-35),250.0,,2012,0.0,0.0,,,2746,ЭЦН,90.0,Запущен,0.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,6(ВА 57-35),250.0,,,0.0,0.0,,,резерв,,0.0,,0.0,25.0,396.0,5,3,2022-05-10,0.0,,30.0,15.03,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,7(ВА 57ф35),160.0,,,0.0,0.0,,,резерв,,0.0,,0.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,8(ВА 57ф35),160.0,,,0.0,0.0,,,"ПР-0,4кВ №1",,40.0,,0.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,9(ВА 57-35),125.0,,,0.0,0.0,,,БМА,,6.0,,7.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,10(ВА 57-35),100.0,,,0.0,0.0,,,ПМ,,5.0,,10.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",630.0,910.4,11(ВА 57-35),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,25.0,396.0,5,3,2022-05-10,0.0,,0.0,0.0,0.0,,9,РУ 6 кВ,ДНС-2,94,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 630кВА №3 К-32",630.0,910.4,0(ВА53-41),1000.0,МРТ 2,2008,0.0,0.0,,,Вводной автомат,,0.0,Запущен,264.0,28.0,393.0,5,3,2023-01-22,0.0,,0.0,0.0,0.0,239/08,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",32,3
